Key,Vote,Reason,Code,DOI,Title
YJ59BHLU,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-981-97-3180-0_40,Detecting URL Phishing Using BERT and DistilBERT Classifiers
HGAJMJR8,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s13278-022-00951-3,Detection and moderation of detrimental content on social media platforms: current status and future directions
CX9GPVVV,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1186/s40537-022-00678-0,Detection and prevention of SQLI attacks and developing compressive framework using machine learning and hybrid techniques
BYHJLYRB,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-94283-9_15,Detection of Artificial Profiles on Social Media Platforms Using Machine Learning and Natural Language Processing
BZXNPZKU,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/s13278-022-00980-y,Detection of dangerous events on social media: a critical review
WTKNJIZ8,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-031-94937-1_10,Detection of LLM-Generated Java Code Using Discretized Nested Bigrams
44ICULNC,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",,10.1007/978-3-030-58208-1_3,Detection of Malicious PowerShell Using Word-Level Language Models
VUSY5NE9,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-23724-9_20,Detection of Offensive Comments for Textual Data Using Machine Learning
9UYSBQ6L,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s43995-025-00136-x,Developing a multi-layer agent framework to enhance AI-generated educational questions for cybersecurity
LJ5Y8QJS,EXCLUDE,"The core contribution is attack/payload generation, not detection or defense-oriented threat identification. Suitable for studies on AI-assisted penetration testing, but not for threat detection–focused.",EC1,10.1007/978-3-031-77229-0_6,Development Generative AI for Cybersecurity: Evaluating Script Generation and Attack Classification in Penetration Testing
4KVRBIWW,EXCLUDE,"Lacks modern AI techniques (DL/LLMs/NLP) and is not centered on cybersecurity threat detection research, but on cloud data analytics.","EC1, EC2",10.1186/s13677-023-00469-9,Development of a cloud-assisted classification technique for the preservation of secure data storage in smart cities
QNWFMPEQ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-032-05144-8_27,Development of an Algorithm for Predicting Attacker Attack Vectors on Information Systems Based on Association Rules and the FP-Growth Algorithm
MJPI23YF,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s10586-025-05373-2,Device-aware phishing attack detection in cloud environments using an enhanced DBS-BiLSTM model
DWCPLJUN,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC4,10.1007/978-981-95-4367-0_2,DFIR-Metric: A Benchmark Dataset for Evaluating Large Language Models in Digital Forensics and Incident Response
LF4HE7XA,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/978-981-97-5498-4_14,Different Attack and Defense Types for AI Cybersecurity
KXWKJ7I2,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-031-70886-2_38,Digital Evolution of Universities: Neural Networks in Education
NYSX2FWG,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/978-3-032-06164-5_8,Digital Innovation with Generative AI: Business Models for Next-Generation Banking
CS9798UR,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,"EC4, EC1",10.1007/s12525-025-00864-x,Digital platform sovereignty through Ubuntu: Re-imagining AI-enabled work future in Africa
JBRIKZBQ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/s43076-024-00408-w,Digital Psychology: Introducing a Conceptual Impact Model and the Future of Work
F4YBWND3,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s10845-025-02583-8,Digital twin designs with generative AI: crafting a comprehensive framework for manufacturing systems
L5PQZC39,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC4,10.1007/s10278-025-01597-1,Digital Twin Technology In Radiology
P57DUH69,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1186/s40537-025-01280-w,Digital twins in healthcare: a review of AI-powered practical applications across health domains
PKXFWW7I,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s11196-025-10401-w,Disinformation in the Age of Permacrisis: The Route to Lawlessness?
DAUE2N38,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC1,10.1007/s11023-025-09732-1,Distant Writing: Literary Production in the Age of Artificial Intelligence
4PT79NAM,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC2",10.1007/978-3-031-89296-7_6,Distributed Multi-agent Systems Based on the Mixture of Experts Architecture in the Context of 6G Wireless Technologies
6RPQ6EWZ,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC1,10.1007/s11192-025-05457-1,"Divergent priorities, convergent goals: semantic analysis of publications and patents in healthcare smart contracts"
H2DAY5YR,EXCLUDE,"It evaluates security awareness in LLM responses, not detection of threats in operational cybersecurity contexts (e.g., malware, intrusion detection, phishing).",EC1,10.1007/s10664-025-10658-6,Do LLMs consider security? an empirical study on responses to programming questions
YS326TIC,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s00146-024-02014-x,Doing versus saying: responsible AI among large firms
8K5X76IY,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC2,10.1007/s13042-024-02424-9,Domain-adaptive entity recognition: unveiling the potential of CSER in cybersecurity and beyond
SWD86NWK,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s10515-025-00582-w,Domain-constrained synthesis of inconsistent key aspects in textual vulnerability descriptions
MY8V7VYY,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s11280-025-01380-w,DPP-CL: orthogonal subspace continual learning for dialogue policy planning
B8CPDDGP,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-981-96-6966-0_18,DRILL: Dual-Reasoning Large Language Models for Phishing Email Detection with Limited Data
2CRFPIUK,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-86623-4_8,Driving Planner for Freight Trains Using Reinforcement Learning
JPPM3TH6,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-76371-7_8,Dynamic Analysis for Explainable Fine-Grained Android Malware Detection
4FJTB46G,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC9,10.1007/s00259-024-06838-z,"EANM’24 Abstract Book Congress Oct 19-23, 2024"
HHZX3ZU6,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s13042-025-02600-5,ECODI: a novel evolutionary coreset distillation with LLM-assisted fitness evaluation for encrypted network traffics
VINDLZAH,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC3",10.1007/s41870-023-01715-8,Editorial
SQXJKN46,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC3, EC4",10.1007/s41870-022-01036-2,Editorial
5DRM46BY,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC3",10.1007/s41870-025-02772-x,Editorial
88ASWBZX,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s10489-025-06472-8,Effective selection of public IoT services by learning uncertain environmental factors using fingerprint attention
59STCCTT,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC1,10.1007/s40593-025-00525-2,Effectiveness of Generative AI Tools in Computer Science and Engineering Education
5HC74E7L,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-031-94956-2_12,Efficacy of Large Language Models in Mapping Cloud Security Requirements: A Data-Centric View
5LDDVAXP,INCLUDE,LLM-based anomaly detection on cybersecurity datasets,"IC1, IC2",10.1038/s41598-025-88050-z,Efficient anomaly detection in tabular cybersecurity data using large language models
XMH2T5GF,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC2,10.1007/978-981-97-5937-8_2,Efficient Deep Learning Method for Detection of Malware Attacks in Internet of Things Networks
Y9BN9GWD,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-981-96-8563-9_45,Efficient Fine-Tuning of LLaMA-3 for Automated API Test Case Generation Using LoRA and 4-Bit Quantization*
PV665MBS,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s11227-025-07431-3,Efficient network defense policies via GNN-enhanced reinforcement learning
GQ6HYDZQ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1186/s42400-025-00374-5,Electronic music assassin: towards imperceptible physical adversarial attacks against black-box automatic speech recognitions
XFBE3JQA,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-981-16-2164-2_43,ELEMENT: Text Extraction for the Dark Web
IIYSGIRB,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s11280-025-01393-5,"ELISAR: A Multi-Agent cybersecurity framework integrating retrieval-augmented generation for Blue, Red, and GRC operations"
WCEATGKW,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-031-93598-5_16,ELISAR: An Adaptive Framework for Cybersecurity Risk Assessment Powered by GenAI
6RGGL76N,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-981-97-0855-0_56,EM-BERT: A Language Model Based Method to Detect Encrypted Malicious Network Traffic
739C75DB,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC9,10.1007/978-3-031-81455-6_13,Email Classification of Text Data Using Machine Learning and Natural Language Processing Technique
9YQ62SIM,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/s11432-024-4303-8,Embodied navigation
E96ND42D,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,"EC4, EC1",10.1007/s11042-023-17890-6,"Emerging artificial intelligence applications: metaverse, IoT, cybersecurity, healthcare - an overview"
SDJ27GT2,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC1,10.1038/s44303-024-00012-8,Emerging paradigms in microwave imaging technology for biomedical applications: unleashing the power of artificial intelligence
R7HYIXDW,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-981-96-3797-3_8,Empirical Evaluation of Machine Learning Algorithms and T5 Language Model for Advanced Phishing Email Detection
BBQPQ637,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC1,10.1007/978-981-97-3442-9_33,"Empowering Real-Time Insights Through LLM, LangChain, and SAP HANA Integration"
HPDNVEH9,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC4,10.1007/s10462-025-11365-w,Empowering scientific discovery with explainable small domain-specific and large language models
K48MYXGG,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC1,10.1007/s13042-025-02698-7,Empowering secure and sustainable healthcare through federated learning and blockchain synergies in a Medical Internet of Things
8UBG9SUE,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-031-94455-0_16,Encoder-Based Multimodal Ensemble Learning for High Compatibility and Accuracy in Phishing Website Detection
N66QARPP,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/978-3-032-04200-2_10,"Engineering RAG Systems for Real-World Applications: Design, Development, and Evaluation"
R8FSTNPQ,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-031-85363-0_21,Enhanced Cybersecurity: AI-Driven Phishing Fraud Detection Approach
