Key,Vote,Reason,Code,DOI,Title
JB55WCCW,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-981-96-4245-8_32,Social Cybersecurity in Conflict Zones: Quantitative Analysis of Narrative Manipulation on X
Z6RM8K6E,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC2",10.1007/s10664-024-10516-x,Software product line testing: a systematic literature review
9LYGDN9K,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/s00146-024-02023-w,Some discussions on critical information security issues in the artificial intelligence era
IDHVZJTC,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-981-95-2961-2_23,Source Code Guardrail: AI Driven Solution to Distinguish Critical vs. Generic Code for Enterprise LLM Security
76P9BFM6,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-981-15-1773-0_28,Spacecraft Anomaly Detection via Transformer Reconstruction Error
ZJKDRKY3,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC2",10.1007/978-981-95-2011-4_10,Special Features of English-Russian Translation of Scientific Texts Based on Artificial Intelligence
CUVKWMHA,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-030-49500-8_27,Spotting a Phishing URL: A Machine Learning Approach
BQVB5SQ9,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s11042-023-17395-2,Stacked ensemble model for analyzing mental health disorder from social media data
KQ5BN9A7,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1038/s41570-025-00747-x,Steering towards safe self-driving laboratories
4KSXQ8NZ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1038/s41598-025-97238-2,Steganography beyond space-time with chain of multimodal AI
XLQMPZ2E,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/s00146-024-01934-y,"Sticks and stones may break my bones, but words will never hurt me!—Navigating the cybersecurity risks of generative AI"
VWX4R9UR,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1057/s41254-025-00417-1,"Strategic narratives and public diplomacy: influencing global infrastructure politics, blue economy planning, and ocean governance"
WBIB8X55,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s44163-024-00146-z,Strategic view on the current role of AI in advancing environmental sustainability: a SWOT analysis
TF4JHT3J,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-031-60433-1_10,Structured Knowledge Extraction for Digital Twins: Leveraging LLMs to Analyze Tweets
4SW3MB6U,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC4, EC1",10.1007/s10805-024-09576-x,Survey on AI-Generated Plagiarism Detection: The Impact of Large Language Models on Academic Integrity
C6EQ36WP,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC4,10.1007/s10489-025-06823-5,Survey on Tabular Data Privacy and Synthetic Data Generation in Industry 4.0
WDYESCGG,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/s40171-024-00428-6,Survivability of Supply Chains in the Era of Industry 4.0
LLJDTMUI,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s10270-025-01266-5,SustainScrum: integrating sustainability assessment in a tailored Scrum process for computing quantitative sustainability indicators
FNFXJ9SB,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC2,10.1007/s10207-024-00869-1,Swarm-intelligence for the modern ICT ecosystems
4DXGCSA7,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/s00146-025-02576-4,Synthetic biology/AI convergence (SynBioAI): security threats in frontier science and regulatory challenges
DF7X9D4G,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s10676-025-09870-1,Synthetification of public opinion: impacts on deliberative democracies
IX56GCIC,INCLUDE,Clearly a cybersecurity threat detection task (software vulnerabilities).,"IC1, IC2",10.1007/978-3-032-03705-3_11,System for Automatic Bug Detection in Code and Programs Using LLMs and AI Agents
QMMCHP59,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/978-981-96-3361-6_32,Systematic Review on Generative AI Using IoMT in Health Care: Issues Challenges and Solutions
M3XQVDKG,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1186/s40537-023-00792-7,Tabular and latent space synthetic data generation: a literature review
RQPMETVJ,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC2,10.1007/978-981-96-6591-4_5,TDAT: A Real-Time Two-Stage DDoS Attacks Detector Based on Anomaly Transformer
TGKUK7SN,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC4,10.1007/s10207-025-01062-8,"Telecom spam and scams in the 5G and artificial intelligence era: analyzing economic implications, technical challenges and global regulatory efforts"
ST5YGILL,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC4, EC1",10.1007/s10660-024-09876-9,"Television shows ideation, and testing with smart digital twins to advance ratings"
TUEAI4HW,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/s40745-025-00665-1,Temporal-Spatial Anomaly Detection in Multivariate Time Series via Image Encoding and Self-Supervised Learning
BSXL8TFH,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s43681-025-00865-8,Ten reasons why—the case for more and better AI regulation
XJMXCP2X,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s40962-025-01674-9,The 6C Framework to Build a Connected Factory
XE3UP6HT,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/978-3-031-95326-2_10,The Application of Machine Learning and Deep Learning in Cybersecurity: “Malware Detection and Classification”*
PDFE6QRM,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-76516-2_3,The Complex Chaos of Cognitive Biases and Emotional Observers
5JG6YKZ2,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.","EC1, EC4",10.1007/978-3-032-01589-1_12,The Contextual Edge: LLMs and Sweden’s Public Sector Transformation
QB7WXSFC,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC1, EC4",10.1007/s10006-025-01334-6,The current landscape of artificial intelligence in oral and maxillofacial surgery– a narrative review
AUBC9VK8,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/s10639-022-11056-x,"The design, construction and evaluation of annotated Arabic cyberbullying corpus"
CRAPBHQK,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC4",10.1186/s43067-025-00248-3,The dual-edged potential of AI autonomously defining loss functions
SW6IA9AZ,INCLUDE,Excluded: Does not meet inclusion criteria IC1 or IC2.,"IC1, IC2",10.1007/978-3-031-79007-2_14,The Dual-Edged Sword of Large Language Models in Phishing
2T3AUHLZ,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC9,10.1007/s11416-024-00538-w,The editorial for special issue “Russian Research in Artificial Intelligence for Cybersecurity” of Journal of Computer Virology and Hacking Techniques (JICV) highlights the studies of Russian researchers in the field of artificial intelligence to ensure cybersecurity
A2FA8T87,INCLUDE,It should be included in the SLR as a primary study on LLM-based phishing detection enhanced with sentiment analysis.,"IC1, IC2",10.1007/978-981-96-4245-8_18,The Emotional Lens of Cybersecurity: A Study on Sentiment Analysis Enhanced Phishing Detection via Large Language Models
TUBMN9ZJ,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC1,10.1007/s43681-024-00654-9,The ethical evaluation of large language models and its optimization
86ZLEBAJ,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.","EC4, EC1",10.1007/s42524-025-4082-6,The ethical security of large language models: A systematic review
RFQR9KAX,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s43681-025-00793-7,The ethics of creating artificial superintelligence: a global risk perspective
UV3LXGU5,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC1,10.1186/s13040-025-00461-w,"The ethics of data mining in healthcare: challenges, frameworks, and future directions"
A9WBIUS5,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,"EC1, EC4",10.1007/978-981-97-9255-9_24,The Evolution of Learning: Assessing the Transformative Impact of Generative AI on Higher Education
VCHXDQ74,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s40121-025-01288-y,The Future of Antibiotics and Artificial Intelligence: Some Thoughts from Discovery to Bedside
YB4DY4Z6,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC9",10.1007/s12525-023-00687-8,The future of fintech — Towards ubiquitous financial services
M284WIF3,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,"EC1, EC4",10.1186/s41120-025-00113-7,The future of regulatory filings: digitalization
V6VCMLQF,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.","EC1, EC4",10.1007/s11846-023-00696-z,The GenAI is out of the bottle: generative artificial intelligence from a business model innovation perspective
GP6ZUHW8,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC1,10.1007/978-3-031-89363-6_18,The Hidden Dangers of Publicly Accessible LLMs: A Case Study on Gab AI
C5I8WT79,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC4,10.1007/978-3-032-13714-2_3,The Hidden Risks of LLM-Generated Web Application Code: A Security-Centric Evaluation of Code Generation Capabilities in Large Language Models*
62JSR8FC,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1038/s41562-025-02309-z,The impact of advanced AI systems on democracy
LHSAZEBI,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1057/s41599-025-05004-6,The impact of artificial intelligence on accounting practices: an academic perspective
GRCF58J7,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",EC4,10.1007/978-3-031-96262-2_10,The Impact of Large Language Models on Cybersecurity
FKMF4SX6,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s44230-025-00106-5,The Impact of Modern AI in Metadata Management
NWDSYJ5K,EXCLUDE,Excluded: Not in cybersecurity context. The study focuses on healthcare/medical domain.,EC1,10.1007/978-3-031-73497-7_19,The Introduction of AI in Healthcare: A Multi-layered Issue
T4MYJSPM,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s00146-025-02320-y,The necessity of AI audit standards boards
5GW6P5EB,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-16302-9_10,The Only Link You’ll Ever Need: How Social Media Reference Landing Pages Speed Up Profile Matching
TAFHX5JA,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-72559-3_17,The Perceived Barriers to the Adoption of Blockchain in Addressing Cybersecurity Concerns in the Financial Services Industry
Z83HP373,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1186/s13012-025-01447-2,"The Practical, Robust Implementation and Sustainability (PRISM)-capabilities model for use of Artificial Intelligence in community-engaged implementation science research"
4DXK3VZS,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s10796-025-10636-9,The Present and Future of Accountability for AI Systems: A Bibliometric Analysis
LXMKY75T,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC4,10.1007/s11432-024-4222-0,The rise and potential of large language model based agents: a survey
UX2YC5RY,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/s43621-025-01484-3,The role of generative AI in improving the sustainability and efficiency of HR recruitment process
HTR5GQSL,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,"EC4, EC1",10.1007/s13748-024-00359-4,The role of large language models in agriculture: harvesting the future with LLM intelligence
ACBWV3WP,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,"EC4, EC1",10.1007/s10462-023-10540-1,The role of politeness in human–machine interactions: a systematic literature review and future perspectives
7XJ5QUVE,EXCLUDE,Excluded: Secondary study (survey/review) without primary research contribution.,EC4,10.1007/978-3-032-07986-2_13,The State of Adoption of AI in Software Engineering: A Preliminary Survey on Sub-Saharan Africa
XSKNU8IM,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-35415-1_15,Threat Action Extraction Based on Coreference Resolution
6J7DA5N2,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1007/978-3-031-23210-7_21,Threat Detection in URLs by Applying Machine Learning Algorithms*
9TXA6CHV,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.",,10.1007/978-981-96-7005-5_11,Threat Intelligence Entity Recognition Based on Large Language Model with Contrastive Learning
9368F5C4,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC1,10.1007/978-3-031-91428-7_20,ThreatGram101: Extreme Telegram Replies Data with Threat Levels
IDNRWJ3F,EXCLUDE,Excluded: Does not involve Large Language Models or transformer-based approaches.,EC2,10.1186/s42400-021-00106-5,TIM: threat context-enhanced TTP intelligence mining on unstructured threat data
6PZ63D88,INCLUDE,Applies Large Language Models directly to phishing detection (a cyber threat detection task),"IC1, IC2",10.1007/978-3-031-82150-9_13,To Ensemble or Not: Assessing Majority Voting Strategies for Phishing Detection with Large Language Models
A5GT7GKJ,EXCLUDE,"Excluded: While the study mentions LLMs in a cybersecurity context, the specific role and application of the LLM in threat detection is unclear from the title and abstract.","EC1, EC4",10.1007/s44217-024-00211-w,"Top-ranked U.S. and U.K.’s universities’ first responses to GenAI: key themes, emotions, and pedagogical implications for teaching and learning"
JYXP6M2U,EXCLUDE,Excluded: The study does not address cybersecurity threat detection. It focuses on a different application domain.,EC1,10.1007/978-3-032-01130-5_28,Topic Analysis in News About AI: An Approach Based on LDA and Large Language Models
N3YHGGLH,EXCLUDE,"Excluded due to IC1 violation. The LLM plays an auxiliary role (e.g., preprocessing, interface, query processing) but does not directly perform threat detection or classification.",EC1,10.1007/s11265-023-01907-2,Topic-Oriented Controlled Text Generation for Social Networks
