key,title,decision,reason,criteria,timestamp
FBZPAE5C,An ethically grounded LLM-based approach to insider threat synthesis and detection,INCLUDE,Ethically grounded LLM approach for insider threat synthesis and detection.,"IC1,IC2",2026-01-12T11:38:03.236376
XUMTVVAR,TraceLLM: security diagnosis through traces and smart contracts in ethereum,INCLUDE,TraceLLM: Ethereum security diagnosis integrating execution traces and contract code.,"IC1,IC2",2026-01-12T11:37:56.971020
4HAPX9WD,EvoMail: self-evolving cognitive agents for adaptive spam and phishing email defense,INCLUDE,EvoMail self-evolving cognitive agents for adaptive spam and phishing detection.,"IC1,IC2",2026-01-12T11:41:42.911862
43RKP9H5,Sentinel agents for secure and trustworthy agentic AI in multi-agent systems,INCLUDE,Proposes Sentinel Agents for security monitoring and threat detection in multi-agent systems.,"IC1,IC2",2026-01-12T11:41:41.878047
Z9C972M7,Can LLMs handle WebShell detection? Overcoming detection challenges with behavioral function-aware framework,INCLUDE,Behavioral function-aware framework for WebShell detection using LLMs.,"IC1,IC2",2026-01-12T11:44:45.118802
IXBG7BF2,SecureBERT 2.0: advanced language model for cybersecurity intelligence,INCLUDE,SecureBERT 2.0 specialized encoder-only model for automated threat detection and incident triage.,"IC1,IC2",2026-01-12T11:44:46.734974
JX7DKVPJ,MobiLLM: an agentic AI framework for closed-loop threat mitigation in 6G open RANs,INCLUDE,MobiLLM agentic framework for automated threat mitigation in 6G Open RAN.,"IC1,IC2",2026-01-12T11:44:45.902479
5F38Q353,LLMpatronous: harnessing the power of LLMs for vulnerability detection,INCLUDE,LLMpatronous framework for vulnerability detection using RAG and Mixture-of-Agents.,"IC1,IC2",2026-01-12T11:44:51.075001
8B4ZAER2,Secret breach detection in source code with large language models,INCLUDE,Secret breach detection in source code using hybrid regex and fine-tuned LLMs.,"IC1,IC2",2026-01-12T11:44:53.429470
W8EVZK2G,Blockchain large language models,INCLUDE,BlockGPT for real-time anomaly detection in blockchain (Ethereum) transactions.,"IC1,IC2",2026-01-12T11:44:55.331218
F56QSUD7,DefectHunter: a novel LLM-driven boosted-conformer-based code vulnerability detection mechanism,INCLUDE,DefectHunter boosted-conformer mechanism for code vulnerability detection.,"IC1,IC2",2026-01-12T11:44:56.788638
HJJ35ANP,LogShield: a transformer-based APT detection system leveraging self-attention,INCLUDE,LogShield: Transformer-based system for APT detection using self-attention.,"IC1,IC2",2026-01-12T11:49:22.285715
JEKBBUB5,Detecting scams using large language models,INCLUDE,Uses LLMs to build an effective scam detector for phishing and fraud identification.,"IC1,IC2",2026-01-12T11:49:25.914836
RARSU4FV,Baseline defenses for adversarial attacks against aligned language models,INCLUDE,"Evaluates baseline defense strategies (detection, preprocessing) against adversarial attacks on LLMs.","IC1,IC2",2026-01-12T11:49:32.780903
U3JAVVWP,Revolutionizing cyber threat detection with large language models: a privacy-preserving BERT-based lightweight model for IoT/IIoT devices,INCLUDE,SecurityBERT: lightweight model for IoT/IIoT cyber threat detection.,"IC1,IC2",2026-01-12T11:49:30.938740
35X9ECAH,Memory-augmented log analysis with phi-4-mini: enhancing threat detection in structured security logs,INCLUDE,DM-RAG: memory-augmented log analysis for threat detection in structured security logs.,"IC1,IC2",2026-01-12T11:52:30.826440
JFSH7ZXZ,RigorLLM: resilient guardrails for large language models against undesired content,INCLUDE,RigorLLM: resilient guardrails for LLMs against harmful content and jailbreaking attacks.,"IC1,IC2",2026-01-12T11:52:28.347848
XTEBCJRV,ChatSpamDetector: leveraging large language models for effective phishing email detection,INCLUDE,ChatSpamDetector: leveraging LLMs for effective and interpretable phishing email detection.,"IC1,IC2",2026-01-12T11:52:29.372797
6DM67VVI,MalCVE: malware detection and CVE association using large language models,INCLUDE,MalCVE: malware detection and CVE association using LLMs and RAG.,"IC1,IC2",2026-01-12T11:52:32.855969
X8FV9MMI,DeepTx: real-time transaction risk analysis via multi-modal features and LLM reasoning,INCLUDE,DeepTx: real-time transaction risk analysis in Web3 using multi-modal features and LLM reasoning.,"IC1,IC2",2026-01-12T11:52:35.773458
6EZG7DHD,Proactive DDoS detection and mitigation in decentralized software-defined networking via port-level monitoring and zero-training large language models,INCLUDE,Security BY AI: Explicitly uses LLMs for DDoS detection and mitigation rule generation.,"IC1,IC2",2026-01-12T12:15:29.091854
8F3D3H7K,ParaVul: a parallel large language model and retrieval-augmented framework for smart contract vulnerability detection,INCLUDE,ParaVul: parallel LLM and retrieval-augmented framework for smart contract vulnerability detection.,"IC1,IC2",2026-01-12T11:52:38.194992
8QUIFA8Q,CLASP: cost-optimized LLM-based agentic system for phishing detection,INCLUDE,CLASP: LLM-based agentic system for phishing detection.,"IC1,IC2",2026-01-12T12:19:06.457602
JIMAER9H,XGen-Q: an explainable domain-adaptive LLM framework with retrieval-augmented generation for software security,INCLUDE,XGen-Q: Explainable LLM framework for malware detection.,"IC1,IC2",2026-01-12T12:19:10.795912
9T4Q5HMN,RHINO: guided reasoning for mapping network logs to adversarial tactics and techniques with large language models,INCLUDE,RHINO: Log analysis/Threat analysis using LLMs.,"IC1,IC2",2026-01-12T12:19:10.076793
MZDA8ZJE,"From flows to words: can zero-/few-shot LLMs detect network intrusions? A grammar-constrained, calibrated evaluation on UNSW-NB15",INCLUDE,Zero-/few-shot LLMs for network intrusion detection.,"IC1,IC2",2026-01-12T12:19:11.609862
G4U5P9F9,From description to detection: LLM based extendable O-RAN compliant blind DoS detection in 5G and beyond,INCLUDE,LLM based blind DoS detection in 5G.,"IC1,IC2",2026-01-12T12:19:09.323847
DS3XTC5F,Design and implementation of a distributed security threat detection system integrating federated learning and multimodal LLM,INCLUDE,Distributed security threat detection using multimodal LLMs.,"IC1,IC2",2026-01-12T12:19:13.874453
QU6IBDAQ,Training large language models for advanced typosquatting detection,INCLUDE,Training LLMs for typosquatting detection.,"IC1,IC2",2026-01-12T12:19:24.088327
ET3VQJKH,Personalized attacks of social engineering in multi-turn conversations: LLM agents for simulation and detection,INCLUDE,LLM agents for simulation and detection of social engineering.,"IC1,IC2",2026-01-12T12:19:20.408891
7BPNF7KR,CleanVul: automatic function-level vulnerability detection in code commits using LLM heuristics,INCLUDE,CleanVul: Automatic vulnerability detection in code commits using LLMs.,"IC1,IC2",2026-01-12T12:19:35.731828
A2QGHG86,Enhanced LLM-based framework for predicting null pointer dereference in source code,INCLUDE,Enhanced LLM-based framework for predicting null pointer dereference.,"IC1,IC2",2026-01-12T12:19:36.596129
P4FZAW59,Investigating cybersecurity incidents using large language models in latest-generation wireless networks,INCLUDE,Investigating cybersecurity incidents using LLMs in wireless networks.,"IC1,IC2",2026-01-12T12:19:30.479222
C45JI8T5,TrafficLLM: enhancing large language models for network traffic analysis with generic traffic representation,INCLUDE,TrafficLLM: Network traffic analysis for threat detection.,"IC1,IC2",2026-01-12T12:19:32.727091
BERIF2CV,Proactive adversarial defense: harnessing prompt tuning in vision-language models to detect unseen backdoored images,INCLUDE,Detecting unseen backdoored images using prompt tuning in VLMs.,"IC1,IC2",2026-01-12T12:19:39.315658
DJP43PBI,Unseen attack detection in software-defined networking using a BERT-based large language model,INCLUDE,Unseen attack detection in SDN using BERT.,"IC1,IC2",2026-01-12T12:19:40.554332
4MFJ2U6X,A unified framework for context-aware IoT management and state-of-the-art IoT traffic anomaly detection,INCLUDE,Unified framework for IoT management and anomaly detection (fine-tuned model).,"IC1,IC2",2026-01-12T12:21:21.597842
D9AZM26V,TORCHLIGHT: shedding LIGHT on real-world attacks on cloudless IoT devices concealed within the tor network,INCLUDE,TORCHLIGHT: Detecting attacks on cloudless IoT using LLMs (CoT).,"IC1,IC2",2026-01-12T12:21:25.538111
WQ8HPM77,SpaLLM-guard: pairing SMS spam detection using open-source and commercial LLMs,INCLUDE,SpaLLM-guard: SMS spam detection using LLMs.,"IC1,IC2",2026-01-12T12:21:23.043779
J557TF6S,Advanced real-time fraud detection using RAG-based LLMs,INCLUDE,Real-time fraud detection using RAG-based LLMs.,"IC1,IC2",2026-01-12T12:21:26.601504
QB4AV2NU,SHIELD: APT detection and intelligent explanation using LLM,INCLUDE,SHIELD: APT detection and explanation using LLM.,"IC1,IC2",2026-01-12T12:21:28.098112
XJCCZAQU,Rule-ATT&CK mapper (RAM): mapping SIEM rules to TTPs using LLMs,INCLUDE,Rule-ATT&CK Mapper (RAM): Mapping SIEM rules to TTPs using LLMs.,"IC1,IC2",2026-01-12T12:21:31.067939
4WJ3AHK3,Aero-LLM: a distributed framework for secure UAV communication and intelligent decision-making,INCLUDE,Aero-LLM: Secure UAV communication and anomaly detection.,"IC1,IC2",2026-01-12T12:21:31.810036
4AUPSBAW,Enhancing phishing email identification with large language models,INCLUDE,Enhancing phishing email identification with LLMs.,"IC1,IC2",2026-01-12T12:21:33.218610
IX2R6FJM,PLLM-CS: pre-trained large language model (LLM) for cyber threat detection in satellite networks,INCLUDE,PLLM-CS: Pre-trained LLM for cyber threat detection in satellite networks.,"IC1,IC2",2026-01-12T12:21:35.697495
87WVF9IC,ExplainableDetector: exploring transformer-based language modeling approach for SMS spam detection with explainability analysis,INCLUDE,ExplainableDetector: SMS spam detection using Transformer-based LLMs.,"IC1,IC2",2026-01-12T12:21:37.078212
TEDHR44N,DFEPT: data flow embedding for enhancing pre-trained model based vulnerability detection,INCLUDE,DFEPT: Data flow embedding for enhancing pre-trained model vulnerability detection.,"IC1,IC2",2026-01-12T12:21:40.886006
JJEVRNR3,SPICED: syntactical bug and trojan pattern identification in a/MS circuits using LLM-enhanced detection,INCLUDE,SPICED: Hardware Trojan/Bug detection using LLM-enhanced detection.,"IC1,IC2",2026-01-12T12:21:51.306545
4JE396MU,Towards explainable network intrusion detection using large language models,INCLUDE,Explainable network intrusion detection using LLMs.,"IC1,IC2",2026-01-12T12:21:52.337015
7ZIG2KGR,Defending against social engineering attacks in the age of LLMs,INCLUDE,ConvoSentinel: Social engineering detection using modular LLM defense.,"IC1,IC2",2026-01-12T12:24:54.083814
SDAQJKMN,"""It warned me just at the right moment"": exploring LLM-based real-time detection of phone scams",INCLUDE,LLM-based real-time detection of phone scams.,"IC1,IC2",2026-01-12T12:25:01.790812
92DCM7MC,Integrated LLM-based intrusion detection with secure slicing xApp for securing O-RAN-enabled wireless network deployments,INCLUDE,Integrated LLM-based intrusion detection for O-RAN.,"IC1,IC2",2026-01-12T12:25:11.936605
BWX2BMQT,DroidTTP: mapping android applications with TTP for cyber threat intelligence,INCLUDE,DroidTTP: Mapping Android malware to TTPs using LLMs.,"IC1,IC2",2026-01-12T12:25:15.153574
RWRRW6QC,Adapting large language models for parameter-efficient log anomaly detection,INCLUDE,Adapting LLMs for log anomaly detection (PEFT).,"IC1,IC2",2026-01-12T12:25:18.167719
EWW62EA2,OMNISEC: LLM-driven provenance-based intrusion detection via retrieval-augmented behavior prompting,INCLUDE,OMNISEC: LLM-driven provenance-based intrusion detection.,"IC1,IC2",2026-01-12T12:25:20.906428
JFQ5MIMR,LAMD: context-driven android malware detection and classification with LLMs,INCLUDE,LAMD: Context-driven Android malware detection with LLMs.,"IC1,IC2",2026-01-12T12:25:23.074986
86BRKDDJ,CyberRAG: an agentic RAG cyber attack classification and reporting tool,INCLUDE,CyberRAG: Agentic RAG tool for cyber attack classification and reporting.,"IC1,IC2",2026-01-12T12:31:55.794507
GG634F5A,Adaptive linguistic prompting (ALP) enhances phishing webpage detection in multimodal large language models,INCLUDE,Adaptive Linguistic Prompting: Phishing webpage detection using MLLMs.,"IC1,IC2",2026-01-12T12:31:56.648227
F9JT4AFB,Detecting hard-coded credentials in software repositories via LLMs,INCLUDE,Detecting hard-coded credentials using LLMs (GPT).,"IC1,IC2",2026-01-12T12:32:02.353539
T2ZPRXUH,A rusty link in the AI supply chain: detecting evil configurations in model repositories,INCLUDE,CONFIGSCAN: Detecting malicious configurations in model repositories.,"IC1,IC2",2026-01-12T12:32:14.542855
TZNCNVXT,"""Digital camouflage"": the LLVM challenge in LLM-based malware detection",INCLUDE,Evaluating LLM robustness for malware detection against obfuscation.,"IC1,IC2",2026-01-12T12:32:17.727614
M7ADPTXG,Large language models for power system security: a novel multi-modal approach for anomaly detection in energy management systems,INCLUDE,GenAI-based anomaly detection for energy management systems.,"IC1,IC2",2026-01-12T12:32:25.675187
GFX3KR5W,Proactive disentangled modeling of trigger–object pairings for backdoor defense,INCLUDE,DBOM: Proactive modeling for backdoor defense using VLMs.,"IC1,IC2",2026-01-12T12:32:27.543187
RGDQ7568,PhishIntentionLLM: uncovering phishing website intentions through multi-agent retrieval-augmented generation,INCLUDE,PhishIntentionLLM: Uncovering phishing intentions using RAG/LLMs.,"IC1,IC2",2026-01-12T12:32:30.086271
SGSC3AHM,Rethinking jailbreak detection of large vision language models with representational contrastive scoring,INCLUDE,RCS: Rethinking jailbreak detection of LVLMs (Internal representation analysis).,"IC1,IC2",2026-01-12T12:32:40.734262
BC2D8JN6,Phishing email detection using large language models,INCLUDE,LLMPEA: LLM-based framework to detect phishing email attacks.,"IC1,IC2",2026-01-12T12:32:42.233199
73WRJSWV,SCOUT: a defense against data poisoning attacks in fine-tuned language models,INCLUDE,SCOUT: Defense against data poisoning using saliency analysis (in LMs).,"IC1,IC2",2026-01-12T12:32:43.127089
QFWJ4TWE,Patronus: identifying and mitigating transferable backdoors in pre-trained language models,INCLUDE,Patronus: Identifying and mitigating transferable backdoors in PLMs.,"IC1,IC2",2026-01-12T12:32:45.298940
FHSMJZK7,Securing the model context protocol: defending LLMs against tool poisoning and adversarial attacks,INCLUDE,Securing MCP: LLM-on-LLM semantic vetting for tool poisoning.,"IC1,IC2",2026-01-12T12:32:46.145052
8SGUZWZ7,TrojanLoC: LLM-based framework for RTL trojan localization,INCLUDE,TrojanLoC: LLM-based framework for RTL trojan localization.,"IC1,IC2",2026-01-12T12:32:53.908800
7328M34Z,Constructing and benchmarking: a labeled email dataset for text-based phishing and spam detection framework,INCLUDE,Labeled email dataset for phishing detection (LLM benchmarking).,"IC1,IC2",2026-01-12T12:32:54.819074
Q73H95CD,Think fast: real-time IoT intrusion reasoning using IDS and LLMs at the edge gateway,INCLUDE,IoT intrusion reasoning using IDS and LLMs at the edge.,"IC1,IC2",2026-01-12T12:32:57.872111
5JQBJW6I,"Small language models for phishing website detection: cost, performance, and privacy trade-offs",INCLUDE,SLMs for phishing website detection.,"IC1,IC2",2026-01-12T12:33:02.966098
PTH3VFEJ,Securing AI agents against prompt injection attacks,INCLUDE,Securing AI agents: Anomaly detection and guardrails.,"IC1,IC2",2026-01-12T12:33:03.942868
EAKPIJKK,Can MLLMs detect phishing? A comprehensive security benchmark suite focusing on dynamic threats and multimodal evaluation in academic environments,INCLUDE,AdapT-Bench: Benchmarking MLLMs for phishing detection.,"IC1,IC2",2026-01-12T12:33:04.813721
83SFUQ6I,MalRAG: a retrieval-augmented LLM framework for open-set malicious traffic identification,INCLUDE,MalRAG: Retrieval-augmented LLM for malicious traffic identification.,"IC1,IC2",2026-01-12T12:33:06.496087
C3FWFZK6,"One signature, multiple payments: demystifying and detecting signature replay vulnerabilities in smart contracts",INCLUDE,LASiR: Detecting signature replay vulnerabilities in smart contracts using LLMs.,"IC1,IC2",2026-01-12T12:33:10.735935
NZ6C2R8H,Security logs to ATT&CK insights: leveraging LLMs for high-level threat understanding and cognitive trait inference,INCLUDE,Leveraging LLMs for high-level threat understanding from security logs.,"IC1,IC2",2026-01-12T12:33:12.843679
4E9SGTXU,One size fits all? A modular adaptive sanitization kit (MASK) for customizable privacy-preserving phone scam detection,INCLUDE,MASK: Privacy-preserving phone scam detection using LLMs.,"IC1,IC2",2026-01-12T12:33:13.634917
7RKDSGJD,An explainable transformer-based model for phishing email detection: a large language model approach,INCLUDE,Explainable transformer-based model (DistilBERT) for phishing email detection.,"IC1,IC2",2026-01-12T12:33:16.697186
BJIFQJTN,"An improved transformer-based model for detecting phishing, spam, and ham: a large language model approach",INCLUDE,IPSDM: Detecting phishing and spam using BERT.,"IC1,IC2",2026-01-12T12:33:22.377963
BTC69EJX,The looming threat of fake and LLM-generated LinkedIn profiles: challenges and opportunities for detection and prevention,INCLUDE,Detecting fake and LLM-generated LinkedIn profiles using BERT/RoBERTa.,"IC1,IC2",2026-01-12T12:33:27.763525
